reaction_id	category	confidence	ec	orig_status	residual_before	balanced_before	residual_after	balanced_after	patch	equation_before	equation_after	stoichiometry_before	stoichiometry_after
rxn43786	couple_agent:acetyl	agent	null	MI:C:-2/H:-2/O:-1	C:-2,H:-2,O:-1	False		True	acetyl (AcCoA/CoA) couple + water/proton	(1) 4,6-pyruvyl-alpha-D-galactosyl-(1->4)-beta-D-glucoronosyl-(1->3)-2-O-acetyl-alpha-D-galactosyl-(1->3)-alpha-L-fucosyl-(1->4)-2,3-di-O-acetyl-alpha-L-fucosyl-(1->3)-beta-D-glucosyl-diphosphoundecaprenol + (1) core oligosaccharide-lipid A (E. coli K-12 core type) (no GlcNAc) <=> (1) Bactoprenyl diphosphate + (1) MLPS	(1) 4,6-pyruvyl-alpha-D-galactosyl-(1->4)-beta-D-glucoronosyl-(1->3)-2-O-acetyl-alpha-D-galactosyl-(1->3)-alpha-L-fucosyl-(1->4)-2,3-di-O-acetyl-alpha-L-fucosyl-(1->3)-beta-D-glucosyl-diphosphoundecaprenol + (1) core oligosaccharide-lipid A (E. coli K-12 core type) (no GlcNAc) + (1) CoA <=> (1) Bactoprenyl diphosphate + (1) MLPS + (1) Acetyl-CoA	"-1:cpd34593:0:""4,6-pyruvyl-alpha-D-galactosyl-(1->4)-beta-D-glucoronosyl-(1->3)-2-O-acetyl-alpha-D-galactosyl-(1->3)-alpha-L-fucosyl-(1->4)-2,3-di-O-acetyl-alpha-L-fucosyl-(1->3)-beta-D-glucosyl-diphosphoundecaprenol"";-1:cpd35738:0:""core oligosaccharide-lipid A (E. coli K-12 core type) (no GlcNAc)"";1:cpd02229:0:""Bactoprenyl diphosphate"";1:cpd25978:0:""MLPS"""	"-1:cpd34593:0:""4,6-pyruvyl-alpha-D-galactosyl-(1->4)-beta-D-glucoronosyl-(1->3)-2-O-acetyl-alpha-D-galactosyl-(1->3)-alpha-L-fucosyl-(1->4)-2,3-di-O-acetyl-alpha-L-fucosyl-(1->3)-beta-D-glucosyl-diphosphoundecaprenol"";-1:cpd35738:0:""core oligosaccharide-lipid A (E. coli K-12 core type) (no GlcNAc)"";1:cpd02229:0:""Bactoprenyl diphosphate"";1:cpd25978:0:""MLPS"";1:cpd00022:0:""Acetyl-CoA"";-1:cpd00010:0:""CoA"""
rxn44761	couple_agent:acetyl	agent	null	MI:C:-2/H:-2/O:-1	C:-2,H:-2,O:-1	False		True	acetyl (AcCoA/CoA) couple + water/proton	(1) 15-ADON <=> (1) DON	(1) 15-ADON + (1) CoA <=> (1) DON + (1) Acetyl-CoA	"-1:cpd32348:0:""15-ADON"";1:cpd34456:0:""DON"""	"-1:cpd32348:0:""15-ADON"";1:cpd34456:0:""DON"";1:cpd00022:0:""Acetyl-CoA"";-1:cpd00010:0:""CoA"""
rxn45136	couple_agent:acetyl	agent	null	MI:C:-2/H:-2/O:-1	C:-2,H:-2,O:-1	False		True	acetyl (AcCoA/CoA) couple + water/proton	(1) 4-acetylnivalenol <=> (1) nivalenol	(1) 4-acetylnivalenol + (1) CoA <=> (1) nivalenol + (1) Acetyl-CoA	"-1:cpd35178:0:""4-acetylnivalenol"";1:cpd33719:0:""nivalenol"""	"-1:cpd35178:0:""4-acetylnivalenol"";1:cpd33719:0:""nivalenol"";1:cpd00022:0:""Acetyl-CoA"";-1:cpd00010:0:""CoA"""
rxn47934	couple_agent:acetyl	agent	null	MI:C:-2/H:-2/O:-1	C:-2,H:-2,O:-1	False		True	acetyl (AcCoA/CoA) couple + water/proton	(1) 3-ADON <=> (1) DON	(1) 3-ADON + (1) CoA <=> (1) DON + (1) Acetyl-CoA	"-1:cpd35061:0:""3-ADON"";1:cpd34456:0:""DON"""	"-1:cpd35061:0:""3-ADON"";1:cpd34456:0:""DON"";1:cpd00022:0:""Acetyl-CoA"";-1:cpd00010:0:""CoA"""
rxn04401	couple_agent:glucosyl	agent	2.4.1.-	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Cyanidin 3-O-glucoside <=> (1) Cyanin	(1) Cyanidin 3-O-glucoside + (1) UDP-glucose <=> (1) Cyanin + (1) UDP	"-1:cpd05511:0:""Cyanidin 3-O-glucoside"";1:cpd05546:0:""Cyanin"""	"-1:cpd05511:0:""Cyanidin 3-O-glucoside"";1:cpd05546:0:""Cyanin"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn04402	couple_agent:glucosyl	agent	2.4.1.-	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Cyanidin 3-O-(6-O-p-coumaroyl)glucoside <=> (1) Shisonin	(1) Cyanidin 3-O-(6-O-p-coumaroyl)glucoside + (1) UDP-glucose <=> (1) Shisonin + (1) UDP	"-1:cpd08878:0:""Cyanidin 3-O-(6-O-p-coumaroyl)glucoside"";1:cpd08879:0:""Shisonin"""	"-1:cpd08878:0:""Cyanidin 3-O-(6-O-p-coumaroyl)glucoside"";1:cpd08879:0:""Shisonin"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn04637	couple_agent:glucosyl	agent	null	MI:C:6/H:9/O:5	C:+6,H:+9,O:+5,charge:-1	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Apigenin <=> (1) Vitexin	(1) Apigenin + (1) UDP-glucose <=> (1) Vitexin + (1) UDP + (1) H+	"-1:cpd01047:0:""Apigenin"";1:cpd01038:0:""Vitexin"""	"-1:cpd01047:0:""Apigenin"";1:cpd01038:0:""Vitexin"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"";1:cpd00067:0:""H+"""
rxn04640	couple_agent:glucosyl	agent	null	MI:C:6/H:11/O:5	C:+6,H:+11,O:+5,charge:+1	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Apigenin <=> (1) Isovitexin	(1) Apigenin + (1) UDP-glucose + (1) H+ <=> (1) Isovitexin + (1) UDP	"-1:cpd01047:0:""Apigenin"";1:cpd01180:0:""Isovitexin"""	"-1:cpd01047:0:""Apigenin"";1:cpd01180:0:""Isovitexin"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"";-1:cpd00067:0:""H+"""
rxn05740	couple_agent:glucosyl	agent	null	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Phosphate + (1) Glycogen <=> (1) Glucose-1-phosphate + (1) glycogen(n-1)	(1) Phosphate + (1) Glycogen + (1) UDP-glucose <=> (1) Glucose-1-phosphate + (1) glycogen(n-1) + (1) UDP	"-1:cpd00009:0:""Phosphate"";-1:cpd00155:0:""Glycogen"";1:cpd00089:0:""Glucose-1-phosphate"";1:cpd15302:0:""glycogen(n-1)"""	"-1:cpd00009:0:""Phosphate"";-1:cpd00155:0:""Glycogen"";1:cpd00089:0:""Glucose-1-phosphate"";1:cpd15302:0:""glycogen(n-1)"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn06049	couple_agent:glucosyl	agent	2.4.1.1|2.4.1.30|2.4.1.333|2.4.1.97	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Phosphate <=> (1) Glucose-1-phosphate	(1) Phosphate + (1) UDP-glucose <=> (1) Glucose-1-phosphate + (1) UDP	"-1:cpd00009:0:""Phosphate"";1:cpd00089:0:""Glucose-1-phosphate"""	"-1:cpd00009:0:""Phosphate"";1:cpd00089:0:""Glucose-1-phosphate"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn06050	couple_agent:glucosyl	agent	2.4.1.125|2.4.1.4|2.4.1.5	MI:C:-6/H:-10/O:-5	C:-6,H:-10,O:-5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Sucrose <=> (1) D-Fructose	(1) Sucrose + (1) UDP <=> (1) D-Fructose + (1) UDP-glucose	"-1:cpd00076:0:""Sucrose"";1:cpd00082:0:""D-Fructose"""	"-1:cpd00076:0:""Sucrose"";1:cpd00082:0:""D-Fructose"";1:cpd00026:0:""UDP-glucose"";-1:cpd00014:0:""UDP"""
rxn06165	couple_agent:glucosyl	agent	2.4.1.21	MI:C:-6/H:-10/O:-5	C:-6,H:-10,O:-5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) ADPglucose <=> (1) ADP	(1) ADPglucose + (1) UDP <=> (1) ADP + (1) UDP-glucose	"-1:cpd00387:0:""ADPglucose"";1:cpd00008:0:""ADP"""	"-1:cpd00387:0:""ADPglucose"";1:cpd00008:0:""ADP"";1:cpd00026:0:""UDP-glucose"";-1:cpd00014:0:""UDP"""
rxn06273	couple_agent:glucosyl	agent	2.4.1.29	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) GDP <=> (1) GDP-glucose	(1) GDP + (1) UDP-glucose <=> (1) GDP-glucose + (1) UDP	"-1:cpd00031:0:""GDP"";1:cpd00315:0:""GDP-glucose"""	"-1:cpd00031:0:""GDP"";1:cpd00315:0:""GDP-glucose"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn07031	couple_agent:mannosyl	agent	2.4.1.199	MI:C:-6/H:-11/O:-5|CI:-1	C:-6,H:-11,O:-5,charge:-1	False		True	mannosyl (GDPman/GDP) couple + water/proton	(1) beta-D-Mannosylphosphodecaprenol <=> (1) Decaprenol phosphate	(1) beta-D-Mannosylphosphodecaprenol + (1) GDP <=> (1) Decaprenol phosphate + (1) GDP-mannose + (1) H+	"-1:cpd02560:0:""beta-D-Mannosylphosphodecaprenol"";1:cpd01904:0:""Decaprenol phosphate"""	"-1:cpd02560:0:""beta-D-Mannosylphosphodecaprenol"";1:cpd01904:0:""Decaprenol phosphate"";1:cpd00083:0:""GDP-mannose"";-1:cpd00031:0:""GDP"";1:cpd00067:0:""H+"""
rxn07375	couple_agent:glucosyl	agent	null	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Hydroxychlorobactene <=> (1) Hydroxychlorobactene glucoside	(1) Hydroxychlorobactene + (1) UDP-glucose <=> (1) Hydroxychlorobactene glucoside + (1) UDP	"-1:cpd14640:0:""Hydroxychlorobactene"";1:cpd14643:0:""Hydroxychlorobactene glucoside"""	"-1:cpd14640:0:""Hydroxychlorobactene"";1:cpd14643:0:""Hydroxychlorobactene glucoside"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn07377	couple_agent:glucosyl	agent	null	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) 1'-Hydroxy-gamma-carotene <=> (1) 1'-Hydroxy-gamma-carotene glucoside	(1) 1'-Hydroxy-gamma-carotene + (1) UDP-glucose <=> (1) 1'-Hydroxy-gamma-carotene glucoside + (1) UDP	"-1:cpd14590:0:""1'-Hydroxy-gamma-carotene"";1:cpd14592:0:""1'-Hydroxy-gamma-carotene glucoside"""	"-1:cpd14590:0:""1'-Hydroxy-gamma-carotene"";1:cpd14592:0:""1'-Hydroxy-gamma-carotene glucoside"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn07470	couple_agent:glucosyl	agent	2.4.1.-	MI:C:6/H:11/O:5|CI:1	C:+6,H:+11,O:+5,charge:+1	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) 4,4'-Diaponeurosporenic acid <=> (1) Glycosyl-4,4'-diaponeurosporenoate	(1) 4,4'-Diaponeurosporenic acid + (1) UDP-glucose + (1) H+ <=> (1) Glycosyl-4,4'-diaponeurosporenoate + (1) UDP	"-1:cpd14867:0:""4,4'-Diaponeurosporenic acid"";1:cpd14868:0:""Glycosyl-4,4'-diaponeurosporenoate"""	"-1:cpd14867:0:""4,4'-Diaponeurosporenic acid"";1:cpd14868:0:""Glycosyl-4,4'-diaponeurosporenoate"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"";-1:cpd00067:0:""H+"""
rxn07547	couple_agent:glucosyl	agent	null	MI:C:-6/H:-11/O:-5|CI:-1	C:-6,H:-11,O:-5,charge:-1	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Ononin <=> (1) Formononetin	(1) Ononin + (1) UDP <=> (1) Formononetin + (1) UDP-glucose + (1) H+	"-1:cpd07395:0:""Ononin"";1:cpd00639:0:""Formononetin"""	"-1:cpd07395:0:""Ononin"";1:cpd00639:0:""Formononetin"";1:cpd00026:0:""UDP-glucose"";-1:cpd00014:0:""UDP"";1:cpd00067:0:""H+"""
rxn07570	couple_agent:glucosyl	agent	null	MI:C:-6/H:-10/O:-5	C:-6,H:-10,O:-5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Trifolirhizin <=> (1) (-)-Maackiain	(1) Trifolirhizin + (1) UDP <=> (1) (-)-Maackiain + (1) UDP-glucose	"-1:cpd07424:0:""Trifolirhizin"";1:cpd07388:0:""(-)-Maackiain"""	"-1:cpd07424:0:""Trifolirhizin"";1:cpd07388:0:""(-)-Maackiain"";1:cpd00026:0:""UDP-glucose"";-1:cpd00014:0:""UDP"""
rxn07634	couple_agent:glucosyl	agent	null	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Rhodopinal <=> (1) Rhodopinal glucoside	(1) Rhodopinal + (1) UDP-glucose <=> (1) Rhodopinal glucoside + (1) UDP	"-1:cpd14986:0:""Rhodopinal"";1:cpd14987:0:""Rhodopinal glucoside"""	"-1:cpd14986:0:""Rhodopinal"";1:cpd14987:0:""Rhodopinal glucoside"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn07698	couple_agent:glucosyl	agent	2.4.1.-	MI:C:6/H:11/O:5	C:+6,H:+11,O:+5,charge:+1	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) IdB 1027 <=> (1) Cyanidin 5-O-glucoside	(1) IdB 1027 + (1) UDP-glucose + (1) H+ <=> (1) Cyanidin 5-O-glucoside + (1) UDP	"-1:cpd03502:0:""IdB 1027"";1:cpd15014:0:""Cyanidin 5-O-glucoside"""	"-1:cpd03502:0:""IdB 1027"";1:cpd15014:0:""Cyanidin 5-O-glucoside"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"";-1:cpd00067:0:""H+"""
rxn07699	couple_agent:glucosyl	agent	2.4.1.-	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Cyanidin 5-O-glucoside <=> (1) Cyanin	(1) Cyanidin 5-O-glucoside + (1) UDP-glucose <=> (1) Cyanin + (1) UDP	"-1:cpd15014:0:""Cyanidin 5-O-glucoside"";1:cpd05546:0:""Cyanin"""	"-1:cpd15014:0:""Cyanidin 5-O-glucoside"";1:cpd05546:0:""Cyanin"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn07796	couple_agent:glucosyl	agent	null	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Isosalipurpol <=> (1) THC 4'-glucoside	(1) Isosalipurpol + (1) UDP-glucose <=> (1) THC 4'-glucoside + (1) UDP	"-1:cpd03969:0:""Isosalipurpol"";1:cpd15113:0:""THC 4'-glucoside"""	"-1:cpd03969:0:""Isosalipurpol"";1:cpd15113:0:""THC 4'-glucoside"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn07797	couple_agent:glucosyl	agent	null	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Eriodictyol chalcone <=> (1) PHC 4'-O-glucoside	(1) Eriodictyol chalcone + (1) UDP-glucose <=> (1) PHC 4'-O-glucoside + (1) UDP	"-1:cpd11204:0:""Eriodictyol chalcone"";1:cpd15114:0:""PHC 4'-O-glucoside"""	"-1:cpd11204:0:""Eriodictyol chalcone"";1:cpd15114:0:""PHC 4'-O-glucoside"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn08605	couple_agent:glucosyl	agent	2.4.1.18	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Glycogen <=> (1) branching glycogen	(1) Glycogen + (1) UDP-glucose <=> (1) branching glycogen + (1) UDP	"-1:cpd00155:0:""Glycogen"";1:cpd15413:0:""branching glycogen"""	"-1:cpd00155:0:""Glycogen"";1:cpd15413:0:""branching glycogen"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn08615	couple_agent:glucosyl	agent	2.4.1.21	MI:C:-6/H:-10/O:-5	C:-6,H:-10,O:-5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) ADPglucose + (1) glycogen(n-1) <=> (1) ADP + (1) Glycogen	(1) ADPglucose + (1) glycogen(n-1) + (1) UDP <=> (1) ADP + (1) Glycogen + (1) UDP-glucose	"-1:cpd00387:0:""ADPglucose"";-1:cpd15302:0:""glycogen(n-1)"";1:cpd00008:0:""ADP"";1:cpd00155:0:""Glycogen"""	"-1:cpd00387:0:""ADPglucose"";-1:cpd15302:0:""glycogen(n-1)"";1:cpd00008:0:""ADP"";1:cpd00155:0:""Glycogen"";1:cpd00026:0:""UDP-glucose"";-1:cpd00014:0:""UDP"""
rxn09398	couple_agent:glucosyl	agent	null	MI:C:-6/H:-10/O:-5	C:-6,H:-10,O:-5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) UDP-glucose + (1) glycogen(n-1) <=> (1) UDP + (1) Glycogen	(1) glycogen(n-1) <=> (1) Glycogen	"-1:cpd00026:0:""UDP-glucose"";-1:cpd15302:0:""glycogen(n-1)"";1:cpd00014:0:""UDP"";1:cpd00155:0:""Glycogen"""	"-1:cpd15302:0:""glycogen(n-1)"";1:cpd00155:0:""Glycogen"""
rxn10533	couple_agent:glucosyl	agent	null	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) H2O + (1) Glycogen <=> (1) D-Glucose + (1) glycogen(n-1)	(1) H2O + (1) Glycogen + (1) UDP-glucose <=> (1) D-Glucose + (1) glycogen(n-1) + (1) UDP	"-1:cpd00001:0:""H2O"";-1:cpd00155:0:""Glycogen"";1:cpd00027:0:""D-Glucose"";1:cpd15302:0:""glycogen(n-1)"""	"-1:cpd00001:0:""H2O"";-1:cpd00155:0:""Glycogen"";1:cpd00027:0:""D-Glucose"";1:cpd15302:0:""glycogen(n-1)"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn11515	couple_agent:glucosyl	agent	null	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Naringenin <=> (1) 8-C-Glucosylnaringenin	(1) Naringenin + (1) UDP-glucose <=> (1) 8-C-Glucosylnaringenin + (1) UDP	"-1:cpd00398:0:""Naringenin"";1:cpd16280:0:""8-C-Glucosylnaringenin"""	"-1:cpd00398:0:""Naringenin"";1:cpd16280:0:""8-C-Glucosylnaringenin"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn17379	couple_agent:glucosyl	agent	2.4.1.11|2.4.1.12|2.4.1.168|2.4.1.34	MI:C:-6/H:-10/O:-5	C:-6,H:-10,O:-5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) UDP-GLUCOSE <=> (1) UDP	(1) UDP-GLUCOSE <=> (1) UDP-glucose	"-1:cpd28293:0:""UDP-GLUCOSE"";1:cpd00014:0:""UDP"""	"-1:cpd28293:0:""UDP-GLUCOSE"";1:cpd00026:0:""UDP-glucose"""
rxn17557	couple_agent:mannosyl	agent	2.4.1.199	MI:C:-6/H:-11/O:-5|CI:-1	C:-6,H:-11,O:-5,charge:-1	False		True	mannosyl (GDPman/GDP) couple + water/proton	(1) beta-D-Mannosylphosphodecaprenol <=> (1) all-trans decaprenyl phosphate	(1) beta-D-Mannosylphosphodecaprenol + (1) GDP <=> (1) all-trans decaprenyl phosphate + (1) GDP-mannose + (1) H+	"-1:cpd02560:0:""beta-D-Mannosylphosphodecaprenol"";1:cpd26842:0:""all-trans decaprenyl phosphate"""	"-1:cpd02560:0:""beta-D-Mannosylphosphodecaprenol"";1:cpd26842:0:""all-trans decaprenyl phosphate"";1:cpd00083:0:""GDP-mannose"";-1:cpd00031:0:""GDP"";1:cpd00067:0:""H+"""
rxn22517	couple_agent:glucosyl	agent	2.4.1.25	MI:C:-6/H:-10/O:-5	C:-6,H:-10,O:-5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Maltose <=> (1) alpha-D-Glucose	(1) Maltose + (1) UDP <=> (1) alpha-D-Glucose + (1) UDP-glucose	"-1:cpd00179:0:""Maltose"";1:cpd19001:0:""alpha-D-Glucose"""	"-1:cpd00179:0:""Maltose"";1:cpd19001:0:""alpha-D-Glucose"";1:cpd00026:0:""UDP-glucose"";-1:cpd00014:0:""UDP"""
