reaction_id	category	confidence	ec	orig_status	residual_before	balanced_before	residual_after	balanced_after	patch	equation_before	equation_after	stoichiometry_before	stoichiometry_after
rxn04259	proton_water	deterministic	3.1.1.83	MI:H:1/O:1|CI:-1	H:+1,O:+1,charge:-1	False		True	1 H2O -> reactants; 1 H+ -> products	(1) (3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone <=> (1) (5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate	(1) (3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone + (1) H2O <=> (1) (5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate + (1) H+	"-1:cpd08272:0:""(3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone"";1:cpd08274:0:""(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate"""	"-1:cpd08272:0:""(3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone"";1:cpd08274:0:""(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn04412	proton_water	deterministic	1.14.13.88	MI:H:-4/O:-2	H:-4,O:-2	False		True	2 H2O -> products	(2) NADPH + (2) O2 + (2) H+ + (1) Luteolin <=> (2) NADP + (1) Myricetin	(2) NADPH + (2) O2 + (2) H+ + (1) Luteolin <=> (2) NADP + (1) Myricetin + (2) H2O	"-2:cpd00005:0:""NADPH"";-2:cpd00007:0:""O2"";-2:cpd00067:0:""H+"";-1:cpd01071:0:""Luteolin"";2:cpd00006:0:""NADP"";1:cpd06996:0:""Myricetin"""	"-2:cpd00005:0:""NADPH"";-2:cpd00007:0:""O2"";-2:cpd00067:0:""H+"";-1:cpd01071:0:""Luteolin"";2:cpd00006:0:""NADP"";1:cpd06996:0:""Myricetin"";2:cpd00001:0:""H2O"""
rxn04414	proton_water	deterministic	1.14.13.88	MI:H:-4/O:-2	H:-4,O:-2	False		True	2 H2O -> products	(2) NADPH + (2) O2 + (2) H+ + (1) Apigenin <=> (2) NADP + (1) Tricetin	(2) NADPH + (2) O2 + (2) H+ + (1) Apigenin <=> (2) NADP + (1) Tricetin + (2) H2O	"-2:cpd00005:0:""NADPH"";-2:cpd00007:0:""O2"";-2:cpd00067:0:""H+"";-1:cpd01047:0:""Apigenin"";2:cpd00006:0:""NADP"";1:cpd07081:0:""Tricetin"""	"-2:cpd00005:0:""NADPH"";-2:cpd00007:0:""O2"";-2:cpd00067:0:""H+"";-1:cpd01047:0:""Apigenin"";2:cpd00006:0:""NADP"";1:cpd07081:0:""Tricetin"";2:cpd00001:0:""H2O"""
rxn05260	proton_water	deterministic	null	MI:H:4/O:2	H:+4,O:+2	False		True	2 H2O -> reactants	(1) UDP-N-acetylglucosamine + (45) CDPglycerol + (1) UDP-N-acetyl-D-mannosamine <=> (1) UDP + (45) CMP + (46) H+ + (1) UMP + (1) gtca1-45_BS	(1) UDP-N-acetylglucosamine + (45) CDPglycerol + (1) UDP-N-acetyl-D-mannosamine + (2) H2O <=> (1) UDP + (45) CMP + (46) H+ + (1) UMP + (1) gtca1-45_BS	"-1:cpd00037:0:""UDP-N-acetylglucosamine"";-45:cpd00402:0:""CDPglycerol"";-1:cpd00861:0:""UDP-N-acetyl-D-mannosamine"";1:cpd00014:0:""UDP"";45:cpd00046:0:""CMP"";46:cpd00067:0:""H+"";1:cpd00091:0:""UMP"";1:cpd11442:0:""gtca1-45_BS"""	"-1:cpd00037:0:""UDP-N-acetylglucosamine"";-45:cpd00402:0:""CDPglycerol"";-1:cpd00861:0:""UDP-N-acetyl-D-mannosamine"";1:cpd00014:0:""UDP"";45:cpd00046:0:""CMP"";46:cpd00067:0:""H+"";1:cpd00091:0:""UMP"";1:cpd11442:0:""gtca1-45_BS"";-2:cpd00001:0:""H2O"""
rxn05262	proton_water	deterministic	null	MI:H:-133/O:-44|CI:-45	H:-133,O:-44,charge:-45	False		True	44 H2O -> products; 45 H+ -> products	(45) H2O + (45) ATP + (1) UDP-N-acetylglucosamine + (45) D-Alanine + (45) CDPglycerol + (1) UDP-N-acetyl-D-mannosamine <=> (45) PPi + (1) UDP + (45) AMP + (45) CMP + (91) H+ + (1) UMP + (1) gtca2-45_BS	(1) H2O + (45) ATP + (1) UDP-N-acetylglucosamine + (45) D-Alanine + (45) CDPglycerol + (1) UDP-N-acetyl-D-mannosamine <=> (45) PPi + (1) UDP + (45) AMP + (45) CMP + (136) H+ + (1) UMP + (1) gtca2-45_BS	"-45:cpd00001:0:""H2O"";-45:cpd00002:0:""ATP"";-1:cpd00037:0:""UDP-N-acetylglucosamine"";-45:cpd00117:0:""D-Alanine"";-45:cpd00402:0:""CDPglycerol"";-1:cpd00861:0:""UDP-N-acetyl-D-mannosamine"";45:cpd00012:0:""PPi"";1:cpd00014:0:""UDP"";45:cpd00018:0:""AMP"";45:cpd00046:0:""CMP"";91:cpd00067:0:""H+"";1:cpd00091:0:""UMP"";1:cpd11443:0:""gtca2-45_BS"""	"-1:cpd00001:0:""H2O"";-45:cpd00002:0:""ATP"";-1:cpd00037:0:""UDP-N-acetylglucosamine"";-45:cpd00117:0:""D-Alanine"";-45:cpd00402:0:""CDPglycerol"";-1:cpd00861:0:""UDP-N-acetyl-D-mannosamine"";45:cpd00012:0:""PPi"";1:cpd00014:0:""UDP"";45:cpd00018:0:""AMP"";45:cpd00046:0:""CMP"";136:cpd00067:0:""H+"";1:cpd00091:0:""UMP"";1:cpd11443:0:""gtca2-45_BS"""
rxn05263	proton_water	deterministic	null	MI:H:-28/O:-29|CI:30	H:-28,O:-29,charge:+30	False		True	29 H2O -> products; 30 H+ -> reactants	(30) H2O + (30) UDP-glucose + (30) UDP-N-acetyl-D-galactosamine <=> (30) UDP + (60) H+ + (30) UMP + (1) tcam	(1) H2O + (30) UDP-glucose + (30) UDP-N-acetyl-D-galactosamine <=> (30) UDP + (30) H+ + (30) UMP + (1) tcam	"-30:cpd00001:0:""H2O"";-30:cpd00026:0:""UDP-glucose"";-30:cpd00175:0:""UDP-N-acetyl-D-galactosamine"";30:cpd00014:0:""UDP"";60:cpd00067:0:""H+"";30:cpd00091:0:""UMP"";1:cpd11459:0:""tcam"""	"-1:cpd00001:0:""H2O"";-30:cpd00026:0:""UDP-glucose"";-30:cpd00175:0:""UDP-N-acetyl-D-galactosamine"";30:cpd00014:0:""UDP"";30:cpd00067:0:""H+"";30:cpd00091:0:""UMP"";1:cpd11459:0:""tcam"""
rxn05320	proton_water	deterministic	null	MI:H:1/O:1|CI:-1	H:+1,O:+1,charge:-1	False		True	1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) BIOT + (1) H2CO3 <=> (1) H2O + (1) ADP + (1) Phosphate + (1) carboxybiotin	(1) ATP + (1) BIOT + (1) H2CO3 <=> (1) ADP + (1) Phosphate + (1) carboxybiotin + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd00104:0:""BIOT"";-1:cpd00242:0:""H2CO3"";1:cpd00001:0:""H2O"";1:cpd00008:0:""ADP"";1:cpd00009:0:""Phosphate"";1:cpd11415:0:""carboxybiotin"""	"-1:cpd00002:0:""ATP"";-1:cpd00104:0:""BIOT"";-1:cpd00242:0:""H2CO3"";1:cpd00008:0:""ADP"";1:cpd00009:0:""Phosphate"";1:cpd11415:0:""carboxybiotin"";1:cpd00067:0:""H+"""
rxn05822	proton_water	deterministic	6.5.1.1|6.5.1.3	MI:O:1|CI:-2	O:+1,charge:-2	False		True	1 H2O -> reactants; 2 H+ -> products	(1) ATP <=> (1) PPi + (1) AMP	(1) ATP + (1) H2O <=> (1) PPi + (1) AMP + (2) H+	"-1:cpd00002:0:""ATP"";1:cpd00012:0:""PPi"";1:cpd00018:0:""AMP"""	"-1:cpd00002:0:""ATP"";1:cpd00012:0:""PPi"";1:cpd00018:0:""AMP"";-1:cpd00001:0:""H2O"";2:cpd00067:0:""H+"""
rxn05823	proton_water	deterministic	6.5.1.2	MI:O:1|CI:-2	O:+1,charge:-2	False		True	1 H2O -> reactants; 2 H+ -> products	(1) NAD <=> (1) AMP + (1) Nicotinamide ribonucleotide	(1) NAD + (1) H2O <=> (1) AMP + (1) Nicotinamide ribonucleotide + (2) H+	"-1:cpd00003:0:""NAD"";1:cpd00018:0:""AMP"";1:cpd00355:0:""Nicotinamide ribonucleotide"""	"-1:cpd00003:0:""NAD"";1:cpd00018:0:""AMP"";1:cpd00355:0:""Nicotinamide ribonucleotide"";-1:cpd00001:0:""H2O"";2:cpd00067:0:""H+"""
rxn05886	proton_water	deterministic	null	MI:H:-3/O:-1|CI:-1	H:-3,O:-1,charge:-1	False		True	1 H2O -> products; 1 H+ -> products	(1) 2-Oxoglutarate + (1) Ornithine <=> (1) L-Glutamate + (1) 3,4-Dihydro-2H-Pyrrole-2-carboxylate	(1) 2-Oxoglutarate + (1) Ornithine <=> (1) L-Glutamate + (1) 3,4-Dihydro-2H-Pyrrole-2-carboxylate + (1) H2O + (1) H+	"-1:cpd00024:0:""2-Oxoglutarate"";-1:cpd00064:0:""Ornithine"";1:cpd00023:0:""L-Glutamate"";1:cpd02651:0:""3,4-Dihydro-2H-Pyrrole-2-carboxylate"""	"-1:cpd00024:0:""2-Oxoglutarate"";-1:cpd00064:0:""Ornithine"";1:cpd00023:0:""L-Glutamate"";1:cpd02651:0:""3,4-Dihydro-2H-Pyrrole-2-carboxylate"";1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn06512	proton_water	deterministic	3.5.2.1	MI:H:1/O:1|CI:-1	H:+1,O:+1,charge:-1	False		True	1 H2O -> reactants; 1 H+ -> products	(1) H2O + (1) 5-Methylbarbiturate <=> (1) Urea + (1) Methylmalonate	(2) H2O + (1) 5-Methylbarbiturate <=> (1) Urea + (1) Methylmalonate + (1) H+	"-1:cpd00001:0:""H2O"";-1:cpd12692:0:""5-Methylbarbiturate"";1:cpd00073:0:""Urea"";1:cpd01468:0:""Methylmalonate"""	"-2:cpd00001:0:""H2O"";-1:cpd12692:0:""5-Methylbarbiturate"";1:cpd00073:0:""Urea"";1:cpd01468:0:""Methylmalonate"";1:cpd00067:0:""H+"""
rxn06767	proton_water	deterministic	null	MI:H:-4/O:-2	H:-4,O:-2	False		True	2 H2O -> products	(1) 6-Hydroxyprotopine <=> (1) Dihydrosanguinarine	(1) 6-Hydroxyprotopine <=> (1) Dihydrosanguinarine + (2) H2O	"-1:cpd03086:0:""6-Hydroxyprotopine"";1:cpd03087:0:""Dihydrosanguinarine"""	"-1:cpd03086:0:""6-Hydroxyprotopine"";1:cpd03087:0:""Dihydrosanguinarine"";2:cpd00001:0:""H2O"""
rxn06844	proton_water	deterministic	null	MI:H:-1/O:-1|CI:1	H:-1,O:-1,charge:+1	False		True	1 H2O -> products; 1 H+ -> reactants	(1) CoA + (1) 2-Propylmalate <=> (1) Acetyl-CoA + (1) 2-Oxovalerate	(1) CoA + (1) 2-Propylmalate + (1) H+ <=> (1) Acetyl-CoA + (1) 2-Oxovalerate + (1) H2O	"-1:cpd00010:0:""CoA"";-1:cpd03567:0:""2-Propylmalate"";1:cpd00022:0:""Acetyl-CoA"";1:cpd03737:0:""2-Oxovalerate"""	"-1:cpd00010:0:""CoA"";-1:cpd03567:0:""2-Propylmalate"";1:cpd00022:0:""Acetyl-CoA"";1:cpd03737:0:""2-Oxovalerate"";1:cpd00001:0:""H2O"";-1:cpd00067:0:""H+"""
rxn06918	proton_water	deterministic	null	MI:H:1/O:1|CI:-1	H:+1,O:+1,charge:-1	False		True	1 H2O -> reactants; 1 H+ -> products	(1) NADP + (1) 4-Hydroxy-6-methylpretetramide <=> (1) NADPH + (1) H+ + (1) 4-Dedimethylamino-4-oxo-anhydrotetracycline	(1) NADP + (1) 4-Hydroxy-6-methylpretetramide + (1) H2O <=> (1) NADPH + (2) H+ + (1) 4-Dedimethylamino-4-oxo-anhydrotetracycline	"-1:cpd00006:0:""NADP"";-1:cpd04032:0:""4-Hydroxy-6-methylpretetramide"";1:cpd00005:0:""NADPH"";1:cpd00067:0:""H+"";1:cpd04031:0:""4-Dedimethylamino-4-oxo-anhydrotetracycline"""	"-1:cpd00006:0:""NADP"";-1:cpd04032:0:""4-Hydroxy-6-methylpretetramide"";1:cpd00005:0:""NADPH"";2:cpd00067:0:""H+"";1:cpd04031:0:""4-Dedimethylamino-4-oxo-anhydrotetracycline"";-1:cpd00001:0:""H2O"""
rxn06930	proton_water	deterministic	null	MI:H:2/O:2|CI:-2	H:+2,O:+2,charge:-2	False		True	2 H2O -> reactants; 2 H+ -> products	(1) ATP + (1) NAD + (1) CoA + (1) FAD + (1) Melilotate <=> (1) NADH + (1) PPi + (1) AMP + (1) Acetyl-CoA + (1) H+ + (1) SALC + (1) FADH2	(1) ATP + (1) NAD + (1) CoA + (1) FAD + (1) Melilotate + (2) H2O <=> (1) NADH + (1) PPi + (1) AMP + (1) Acetyl-CoA + (3) H+ + (1) SALC + (1) FADH2	"-1:cpd00002:0:""ATP"";-1:cpd00003:0:""NAD"";-1:cpd00010:0:""CoA"";-1:cpd00015:0:""FAD"";-1:cpd00882:0:""Melilotate"";1:cpd00004:0:""NADH"";1:cpd00012:0:""PPi"";1:cpd00018:0:""AMP"";1:cpd00022:0:""Acetyl-CoA"";1:cpd00067:0:""H+"";1:cpd00599:0:""SALC"";1:cpd00982:0:""FADH2"""	"-1:cpd00002:0:""ATP"";-1:cpd00003:0:""NAD"";-1:cpd00010:0:""CoA"";-1:cpd00015:0:""FAD"";-1:cpd00882:0:""Melilotate"";1:cpd00004:0:""NADH"";1:cpd00012:0:""PPi"";1:cpd00018:0:""AMP"";1:cpd00022:0:""Acetyl-CoA"";3:cpd00067:0:""H+"";1:cpd00599:0:""SALC"";1:cpd00982:0:""FADH2"";-2:cpd00001:0:""H2O"""
rxn06949	proton_water	deterministic	3.-.-.-	MI:O:1|CI:-2	O:+1,charge:-2	False		True	1 H2O -> reactants; 2 H+ -> products	(1) 3'-Keto-3'-deoxy-ATP <=> (1) PPi + (1) 3'-Keto-3'-deoxy-AMP	(1) 3'-Keto-3'-deoxy-ATP + (1) H2O <=> (1) PPi + (1) 3'-Keto-3'-deoxy-AMP + (2) H+	"-1:cpd04322:0:""3'-Keto-3'-deoxy-ATP"";1:cpd00012:0:""PPi"";1:cpd04323:0:""3'-Keto-3'-deoxy-AMP"""	"-1:cpd04322:0:""3'-Keto-3'-deoxy-ATP"";1:cpd00012:0:""PPi"";1:cpd04323:0:""3'-Keto-3'-deoxy-AMP"";-1:cpd00001:0:""H2O"";2:cpd00067:0:""H+"""
rxn06962	proton_water	deterministic	1.20.4.2	MI:H:1/O:-1|CI:1	H:+1,O:-1,charge:+3	False		True	1 H2O -> products; 3 H+ -> reactants	(2) GSH + (1) Methylarsonate <=> (1) Oxidized glutathione + (1) Methylarsonite	(2) GSH + (1) Methylarsonate + (3) H+ <=> (1) Oxidized glutathione + (1) Methylarsonite + (1) H2O	"-2:cpd00042:0:""GSH"";-1:cpd04505:0:""Methylarsonate"";1:cpd00111:0:""Oxidized glutathione"";1:cpd04506:0:""Methylarsonite"""	"-2:cpd00042:0:""GSH"";-1:cpd04505:0:""Methylarsonate"";1:cpd00111:0:""Oxidized glutathione"";1:cpd04506:0:""Methylarsonite"";1:cpd00001:0:""H2O"";-3:cpd00067:0:""H+"""
rxn07171	proton_water	deterministic	null	MI:H:1/O:1|CI:-1	H:+1,O:+1,charge:-1	False		True	1 H2O -> reactants; 1 H+ -> products	(1) 2-Chloro-3-oxoadipate <=> (1) Succinate + (1) Chloroacetic acid	(1) 2-Chloro-3-oxoadipate + (1) H2O <=> (1) Succinate + (1) Chloroacetic acid + (1) H+	"-1:cpd09315:0:""2-Chloro-3-oxoadipate"";1:cpd00036:0:""Succinate"";1:cpd04135:0:""Chloroacetic acid"""	"-1:cpd09315:0:""2-Chloro-3-oxoadipate"";1:cpd00036:0:""Succinate"";1:cpd04135:0:""Chloroacetic acid"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn07772	proton_water	deterministic	null	MI:H:3/O:2|CI:-1	H:+3,O:+2,charge:-1	False		True	2 H2O -> reactants; 1 H+ -> products	(1) 3,6,8-Trimethylallantoin <=> (1) Glyoxalate + (1) Methylurea + (1) 1,3-Dimethylurea	(1) 3,6,8-Trimethylallantoin + (2) H2O <=> (1) Glyoxalate + (1) Methylurea + (1) 1,3-Dimethylurea + (1) H+	"-1:cpd15078:0:""3,6,8-Trimethylallantoin"";1:cpd00040:0:""Glyoxalate"";1:cpd15079:0:""Methylurea"";1:cpd15080:0:""1,3-Dimethylurea"""	"-1:cpd15078:0:""3,6,8-Trimethylallantoin"";1:cpd00040:0:""Glyoxalate"";1:cpd15079:0:""Methylurea"";1:cpd15080:0:""1,3-Dimethylurea"";-2:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn10639	proton_water	deterministic	null	MI:H:1/O:1|CI:-1	H:+1,O:+1,charge:-1	False		True	1 H2O -> reactants; 1 H+ -> products	(1) CO2 + (1) Hexacosanoyl-CoA <=> (1) H2O + (1) carboxy hexacosanoyl-CoA	(1) CO2 + (1) Hexacosanoyl-CoA <=> (1) carboxy hexacosanoyl-CoA + (1) H+	"-1:cpd00011:0:""CO2"";-1:cpd15241:0:""Hexacosanoyl-CoA"";1:cpd00001:0:""H2O"";1:cpd15937:0:""carboxy hexacosanoyl-CoA"""	"-1:cpd00011:0:""CO2"";-1:cpd15241:0:""Hexacosanoyl-CoA"";1:cpd15937:0:""carboxy hexacosanoyl-CoA"";1:cpd00067:0:""H+"""
rxn11026	proton_water	deterministic	null	MI:H:-1/O:1|CI:-3	H:-1,O:+1,charge:-3	False		True	1 H2O -> reactants; 3 H+ -> products	(1) H2O + (2) ATP + (1) CO2 + (1) L-Glutamine <=> (2) ADP + (1) Phosphate + (1) L-Glutamate + (1) Carbamoylphosphate	(2) H2O + (2) ATP + (1) CO2 + (1) L-Glutamine <=> (2) ADP + (1) Phosphate + (1) L-Glutamate + (1) Carbamoylphosphate + (3) H+	"-1:cpd00001:0:""H2O"";-2:cpd00002:0:""ATP"";-1:cpd00011:0:""CO2"";-1:cpd00053:0:""L-Glutamine"";2:cpd00008:0:""ADP"";1:cpd00009:0:""Phosphate"";1:cpd00023:0:""L-Glutamate"";1:cpd00146:0:""Carbamoylphosphate"""	"-2:cpd00001:0:""H2O"";-2:cpd00002:0:""ATP"";-1:cpd00011:0:""CO2"";-1:cpd00053:0:""L-Glutamine"";2:cpd00008:0:""ADP"";1:cpd00009:0:""Phosphate"";1:cpd00023:0:""L-Glutamate"";1:cpd00146:0:""Carbamoylphosphate"";3:cpd00067:0:""H+"""
